name,email,country,region,phone,address,occupation,registration_number,married,age,skin_color,2nd_vacine,team,fixed
Simone Bailey,eu.elit@donec.co.uk,Brazil,Bahia,(63) 0000-1732,295-8130 Erat Rd.,Cirurgiao,2740,Nao,22,Amarela,1,9,Nao
Indira Knight,natoque@maurismagnaduis.co.uk,Brazil,São Paulo,(76) 0000-4918,Whilemina Smith,ipsum.leo@dignissimlacusaliquam.org,Brazil,Ceará,(63) 0000-3063,5116 Mauris, Road,Cirurgiao,2705,Sim,48,Indígena,1,Tecnico Em Radiologia,2741,Nao,45,Indígena,1,4,Nao
Tad Kim,ligula.aenean.gravida@pede.edu,Brazil,Rio de Janeiro,(23) 0000-1183,Ap #170-7195 Arcu. Rd.,Farmaceutico,2742,Sim,48,Amarela,1,11,Nao
Whoopi Lowery,et.magnis.dis@fringillaeuismod.com,Brazil,Rio de Janeiro,(83) 0000-7943,Ap #900-3384 Magnis Avenue,Auxiliar de Enfermagem,2743,Nao,42,Branca,1,5,Sim
Jameson Schultz,velit.eget@nuncullamcorper.org,Brazil,Pernambuco,(30) 0000-1729,Whilemina Smith,ipsum.leo@dignissimlacusaliquam.org,Brazil,Ceará,(63) 0000-3063,5116 Mauris, Road,Cirurgiao,2705,Sim,48,Indígena,1,Tecnico Em Radiologia,2744,Nao,28,Parda,0,12,Sim
Magee Lynn,dui.nec@loremluctus.org,Brazil,Rio Grande do Sul,(02) 0000-5095,759-6792 Arcu. Ave,Coordenador de Enfermagem,2745,Nao,31,Indígena,0,7,Nao
Ciaran Watkins,cum.sociis@utipsum.com,Brazil,Paraíba,(59) 0000-0988,Ap #594-6078 Pellentesque. Rd.,Tecnico Enfermagem,2746,Nao,40,Preta,1,6,Sim
Wing Gonzalez,integer.in@porttitorinterdum.edu,Brazil,São Paulo,(82) 0000-1588,Ap #741-7240 Sociosqu St.,Medico,2747,Sim,24,Parda,0,13,Nao
Stephanie Salinas,sit.amet.metus@pharetraquisque.net,Brazil,Pará,(38) 0000-5806,Ap #518-9001 Enim Rd.,Farmaceutico,2748,Nao,18,Branca,0,1,Sim
Akeem Dotson,donec.nibh@proinmialiquam.co.uk,Brazil,Maranhão,(59) 0000-0014,Ap #736-5995 Arcu. Street,Gerente de Enfermagem,2749,Sim,42,Amarela,0,3,Sim
Raymond Ryan,eros.nec.tellus@congueturpisin.co.uk,Brazil,Pará,(00) 0000-9377,Ap #212-4861 Mi St.,Auxiliar de Enfermagem,2750,Sim,21,Indígena,1,12,Sim
Jolene Dunn,cursus.integer.mollis@ornareplacerat.org,Brazil,Maranhão,(77) 0000-2297,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Coordenador de Enfermagem,2751,Sim,38,Parda,1,6,Sim
Hector Bowers,in@duiaugue.edu,Brazil,Paraná,(62) 0000-8200,Ap #608-7309 Tortor Street,Farmaceutico,2752,Sim,27,Branca,0,8,Nao
Nita Vasquez,consectetuer.ipsum.nunc@phasellus.ca,Brazil,Bahia,(55) 0000-3032,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Coordenador de Enfermagem,2753,Sim,36,Parda,0,2,Nao
Dominic Peck,auctor.velit@eget.edu,Brazil,Santa Catarina,(94) 0000-4567,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Enfermeiro Chefe,2754,Nao,26,Branca,1,1,Sim
Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,1,Nao
Nathan Pennington,nulla.eget@risus.com,Brazil,Minas Gerais,(47) 0000-3710,Ap #950-3354 Habitant St.,Medico,2756,Sim,47,Parda,0,8,Nao
McKenzie Owen,nulla@tincidunt.com,Brazil,Pernambuco,(38) 0000-1853,452-8092 Erat Avenue,Coordenador de Enfermagem,2757,Nao,45,Branca,0,12,Nao
Abraham Merrill,phasellus.at.augue@integer.org,Brazil,Goiás,(47) 0000-3353,Ap #810-1042 Velit Rd.,Coordenador de Enfermagem,2758,Sim,33,Indígena,1,10,Sim
Melissa Bauer,sed.pharetra.felis@mauris.org,Brazil,São Paulo,(29) 0000-1787,Ap #381-5723 Semper Road,Nefrologista,2759,Sim,23,Amarela,1,4,Sim
Lamar Glenn,dui.nec@aliquetmetus.ca,Brazil,Bahia,(62) 0000-8728,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Tecnico Enfermagem,2760,Nao,29,Amarela,1,6,Nao
Tucker Wolf,nulla@pedesuspendisse.edu,Brazil,Minas Gerais,(45) 0000-9370,5391 Metus Avenue,Medico,2761,Nao,46,Parda,0,11,Sim
Lydia Mcbride,vitae.posuere@elementum.com,Brazil,Pernambuco,(29) 0000-3929,Ap #431-1939 Natoque Ave,Coordenador de Enfermagem,2762,Nao,21,Indígena,1,4,Nao
Hiroko Walker,cursus@acliberonec.ca,Brazil,São Paulo,(32) 0000-5127,236-9215 Pellentesque Ave,Fisioterapeuta Geral,2763,Sim,34,Indígena,1,4,Nao
Beau Vega,sit.amet@vel.edu,Brazil,Ceará,(59) 0000-4228,Ap #625-2465 Eu Av.,Enfermeiro Obstreta,2764,Nao,34,Branca,1,7,Nao
Octavia White,volutpat.nulla@consectetuereuismod.ca,Brazil,Maranhão,(41) 0000-2548,678-5442 Pellentesque. St.,Medico,2765,Nao,37,Amarela,0,3,Nao
Ifeoma Larson,elementum.dui@egestasurnajusto.edu,Brazil,Goiás,(32) 0000-3145,Ap #473-5046 Quisque Street,Medico,2766,Sim,26,Parda,1,4,Sim
Colton Moreno,gravida.praesent@ipsumsuspendisse.ca,Brazil,Rio de Janeiro,(35) 0000-2843,171-5975 Adipiscing Avenue,Auxiliar de Enfermagem,2767,Sim,36,Indígena,0,7,Sim
Constance Padilla,ut.sem@ametmassa.co.uk,Brazil,Goiás,(42) 0000-7162,288-8124 Integer Rd.,Farmaceutico,2768,Sim,42,Preta,1,6,Nao
Octavius Harper,mauris.sagittis.placerat@risusmorbimetus.net,Brazil,Paraná,(25) 0000-1672,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Nefrologista,2769,Nao,26,Amarela,1,1,Sim
Benjamin Shepherd,cras.pellentesque.sed@nuncest.co.uk,Brazil,Pernambuco,(31) 0000-6895,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Medico,2770,Sim,20,Indígena,1,13,Sim
Beau Craig,vestibulum@dictum.com,Brazil,Pernambuco,(11) 0000-1141,Ap #305-3018 Cursus. Rd.,Fisioterapeuta Geral,2771,Nao,35,Preta,1,9,Nao
Shafira Patterson,ut.ipsum.ac@etmagnis.net,Brazil,Minas Gerais,(10) 0000-5864,135-7967 Nisi St.,Coordenador de Enfermagem,2772,Sim,26,Indígena,0,1,Nao
Ezekiel Jenkins,ut.erat@disparturientmontes.net,Brazil,Minas Gerais,(62) 0000-9235,8980 Elit. Rd.,Farmaceutico,2773,Sim,21,Parda,0,14,Sim
Amery Munoz,egestas@enimsed.com,Brazil,Goiás,(63) 0000-2485,737-7989 Metus. St.,Cirurgiao,2774,Sim,34,Parda,1,10,Nao
Anthony Kane,elit@eratvolutpatnulla.com,Brazil,Ceará,(68) 0000-5837,730-3302 Erat Av.,Enfermeiro Obstreta,2775,Sim,23,Preta,1,14,Sim
Raya Battle,placerat.cras@tellusfaucibus.org,Brazil,Rio Grande do Sul,(49) 0000-1833,197-2174 Cras Rd.,Enfermeiro UTI,2776,Nao,27,Preta,1,9,Sim
Yvette Massey,integer.vitae@curabituregestas.net,Brazil,Pernambuco,(79) 0000-3773,462-5525 Cubilia St.,Fisioterapeuta Geral,2777,Sim,26,Indígena,0,13,Nao
Morgan Harrell,ut@acorci.net,Brazil,Ceará,(39) 0000-9826,8634 Donec Rd.,Cirurgiao,2778,Sim,49,Parda,1,7,Sim
Rudyard Simmons,metus.in.lorem@nulla.org,Brazil,Paraíba,(76) 0000-8983,Ap #309-4890 Et Avenue,Enfermeiro UTI,2779,Sim,32,Branca,0,2,Sim
Jesse Hall,vestibulum.mauris@convallis.co.uk,Brazil,Pernambuco,(61) 0000-5476,933-5748 Sem Street,Tecnico Em Radiologia,2780,Nao,18,Indígena,1,1,Sim
Tucker Zimmerman,est.nunc@idsapiencras.edu,Brazil,Pará,(15) 0000-8797,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Enfermeiro UTI,2781,Nao,28,Indígena,0,13,Nao
Jonas Joyner,blandit.viverra@diameu.ca,Brazil,Paraná,(39) 0000-0612,632-9674 Nulla Road,Tecnico Em Radiologia,2782,Sim,32,Amarela,1,13,Sim
Orla Eaton,convallis.convallis.dolor@lacusetiam.edu,Brazil,Santa Catarina,(77) 0000-9576,349-8354 Curabitur St.,Fisioterapeuta Geral,2783,Sim,39,Indígena,1,8,Nao
Hedley Ortega,metus.urna.convallis@sit.com,Brazil,Pernambuco,(42) 0000-4214,Ap #461-8686 Odio Avenue,Fisioterapeuta Geral,2784,Sim,31,Preta,1,8,Sim
Galvin Young,maecenas.ornare@euismodet.ca,Brazil,Rio Grande do Sul,(93) 0000-4753,216-2812 Varius Avenue,Enfermeiro Chefe,2785,Sim,26,Parda,1,5,Sim
Nissim Harper,eu.tellus@ipsumleo.co.uk,Brazil,Rio Grande do Sul,(23) 0000-5554,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Fisioterapeuta Geral,2786,Sim,22,Preta,0,13,Nao
Bruce Monroe,mi.pede@nonlacinia.ca,Brazil,Pará,(75) 0000-8883,Ap #587-9187 Malesuada St.,Coordenador de Enfermagem,2787,Sim,42,Preta,0,13,Nao
Allistair Fulton,enim@nislnulla.net,Brazil,Rio Grande do Sul,(38) 0000-7854,Ap #505-3280 Arcu. St.,Coordenador de Enfermagem,2788,Sim,25,Amarela,1,5,Sim
Jamal Henderson,vitae.nibh@egestaslaciniased.co.uk,Brazil,Minas Gerais,(82) 0000-0673,2929 Erat Street,Medico,2789,Nao,20,Parda,0,9,Sim
Jordan Weaver,vitae.velit@ultricies.org,Brazil,Paraná,(52) 0000-1633,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Gerente de Enfermagem,2790,Nao,26,Indígena,1,4,Nao
Desirae Hester,faucibus.lectus.a@erat.edu,Brazil,Santa Catarina,(05) 0000-2692,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Fisioterapeuta Geral,2791,Sim,26,Amarela,0,9,Sim
Tamekah Harrell,ante@consequatauctor.co.uk,Brazil,Minas Gerais,(12) 0000-6155,256-7793 Sit St.,Tecnico Enfermagem,2792,Sim,47,Branca,0,14,Sim
Alisa Chambers,eget.ipsum.donec@convalliserat.net,Brazil,Maranhão,(56) 0000-6482,Hashim Maddox,nisi.aenean@dolorquisquetincidunt.com,Brazil,Bahia,(94) 0000-6134,Ap #115-2653 Lorem Rd.,Coordenador de Enfermagem,2755,Sim,22,Parda,0,Medico,2793,Sim,30,Amarela,0,4,Nao
Lionel Stephens,facilisis.eget@semmollis.edu,Brazil,Ceará,(46) 0000-5567,Ap #186-2833 Pharetra Avenue,Nefrologista,2794,Sim,47,Parda,0,1,Sim
Carl Bradshaw,neque@loremipsum.co.uk,Brazil,Rio Grande do Sul,(35) 0000-2167,Ap #586-7069 Netus Ave,Enfermeiro Obstreta,2795,Nao,30,Branca,1,11,Nao
Inga Garza,nonummy.ut@consectetuercursus.ca,Brazil,Goiás,(94) 0000-1241,Ap #841-8398 Ac Av.,Enfermeiro UTI,2796,Sim,36,Branca,0,9,Nao
Elizabeth Powers,imperdiet.dictum@ametmassa.net,Brazil,Paraná,(60) 0000-0624,625-5562 Duis Av.,Cirurgiao,2797,Sim,33,Branca,0,14,Sim
Lester Singleton,lorem@temporbibendumdonec.org,Brazil,Paraná,(17) 0000-4738,Ap #595-7396 Nunc Rd.,Fisioterapeuta Geral,2798,Nao,48,Indígena,0,6,Nao
Darryl Moses,sit.amet@dapibusid.net,Brazil,Maranhão,(72) 0000-7863,164-4554 Class Road,Nefrologista,2799,Sim,27,Amarela,0,2,Sim
Brenden Chavez,et.magnis@cubiliacuraedonec.org,Brazil,Goiás,(81) 0000-6237,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Farmaceutico,2800,Nao,29,Indígena,1,14,Nao
Nita Goodwin,varius.nam.porttitor@neque.co.uk,Brazil,São Paulo,(53) 0000-7584,Ap #597-2962 Molestie. Road,Cirurgiao,2801,Nao,41,Indígena,0,1,Sim
Sylvester George,donec@laoreet.com,Brazil,Minas Gerais,(42) 0000-1224,Ap #612-7037 Bibendum Av.,Medico,2802,Sim,43,Parda,0,5,Nao
Timon Browning,mauris.integer@ultrices.ca,Brazil,Goiás,(39) 0000-1659,Ap #547-9957 Adipiscing St.,Farmaceutico,2803,Nao,20,Branca,0,6,Sim
Risa Shepard,vel.turpis@enimsit.co.uk,Brazil,Paraná,(20) 0000-1417,671-1055 Egestas Road,Enfermeiro Obstreta,2804,Nao,37,Amarela,1,8,Nao
Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,11,Nao
Madeson White,sagittis.felis@vitaeorci.com,Brazil,Santa Catarina,(13) 0000-1858,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Medico,2806,Nao,46,Branca,1,8,Sim
Hector Richardson,hymenaeos.mauris.ut@auctorvelit.org,Brazil,Maranhão,(68) 0000-4813,Ap #423-1002 Ipsum. Street,Nefrologista,2807,Sim,24,Amarela,1,2,Sim
Mariam Velasquez,maecenas.iaculis.aliquet@hendrerita.com,Brazil,Pernambuco,(58) 0000-4955,Ap #629-146 Diam St.,Gerente de Enfermagem,2808,Sim,24,Preta,0,14,Sim
Hector Benton,eros.non@proinnisl.edu,Brazil,Maranhão,(62) 0000-5181,Ap #112-6520 Augue Road,Enfermeiro Chefe,2809,Nao,24,Indígena,0,14,Nao
Cruz Workman,duis@bibendumfermentum.co.uk,Brazil,Santa Catarina,(08) 0000-1010,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Auxiliar de Enfermagem,2810,Nao,35,Parda,1,3,Nao
Arthur Flynn,erat.semper.rutrum@pharetraquisqueac.net,Brazil,Pará,(85) 0000-9123,3774 Gravida Av.,Farmaceutico,2811,Sim,41,Indígena,0,1,Sim
Allegra Weiss,felis.adipiscing@aeneaneget.edu,Brazil,Paraná,(51) 0000-6438,532-1336 Dapibus Rd.,Tecnico Enfermagem,2812,Sim,42,Parda,1,10,Sim
Adam Singleton,non.sollicitudin@vel.com,Brazil,Paraíba,(86) 0000-5262,112-5782 Diam. Street,Coordenador de Enfermagem,2813,Sim,22,Amarela,0,12,Sim
Wayne Hammond,feugiat@adipiscinglacus.org,Brazil,Santa Catarina,(68) 0000-2451,Ap #303-4105 Cursus Road,Enfermeiro UTI,2814,Nao,43,Preta,1,6,Nao
Patience Peters,erat.vitae.risus@faucibusut.com,Brazil,Ceará,(56) 0000-6067,727-4199 Libero Street,Medico,2815,Nao,37,Preta,1,10,Nao
Samuel Pugh,quam.pellentesque@est.net,Brazil,Goiás,(14) 0000-3139,1979 Quisque Rd.,Tecnico Enfermagem,2816,Nao,37,Indígena,0,8,Nao
Lacota Gibbs,sociis.natoque@eleifendvitae.co.uk,Brazil,Minas Gerais,(11) 0000-4186,Ap #863-7151 Mauris St.,Enfermeiro Chefe,2817,Sim,37,Amarela,0,2,Nao
Charlotte Todd,libero.at.auctor@gravidapraesenteu.co.uk,Brazil,Ceará,(54) 0000-1366,Ap #789-885 Diam. Avenue,Fisioterapeuta Geral,2818,Sim,35,Parda,0,13,Nao
Austin Franco,magnis@nisimaurisnulla.org,Brazil,Goiás,(68) 0000-6766,Ap #284-7679 Imperdiet St.,Auxiliar de Enfermagem,2819,Sim,42,Indígena,0,4,Nao
Wanda Garrison,arcu.imperdiet.ullamcorper@nam.ca,Brazil,Rio de Janeiro,(37) 0000-9567,613-8636 Turpis St.,Tecnico Em Radiologia,2820,Sim,43,Preta,1,6,Sim
Lacota Summers,in.aliquet@posuerecubiliacurae.ca,Brazil,Rio Grande do Sul,(32) 0000-5010,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Nefrologista,2821,Nao,49,Branca,1,6,Sim
Ingrid Harrell,diam.eu.dolor@malesuadafames.edu,Brazil,Pernambuco,(15) 0000-3153,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Gerente de Enfermagem,2822,Sim,22,Indígena,0,9,Nao
Rinah Stuart,vitae.dolor@sedmolestiesed.net,Brazil,Goiás,(32) 0000-6476,509-3954 Enim St.,Nefrologista,2823,Nao,29,Preta,0,12,Nao
Kirestin Duffy,nunc@purus.edu,Brazil,Santa Catarina,(36) 0000-2195,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Enfermeiro Plantonista,2824,Sim,36,Branca,1,14,Nao
Nayda Taylor,nam.consequat@cursuseteros.com,Brazil,Minas Gerais,(56) 0000-3867,154-9551 Orci. Street,Enfermeiro UTI,2825,Sim,18,Preta,1,12,Sim
Dieter Bates,in.nec.orci@est.ca,Brazil,Ceará,(82) 0000-8314,526-1541 Consectetuer Road,Enfermeiro Plantonista,2826,Sim,30,Parda,1,7,Sim
Grady Davenport,ullamcorper.duis.cursus@ipsumnuncid.co.uk,Brazil,Pernambuco,(59) 0000-6684,Ap #303-4680 Sociis Rd.,Cirurgiao,2827,Nao,30,Amarela,0,3,Sim
Camilla Keller,eget@orciluctus.ca,Brazil,Rio Grande do Sul,(76) 0000-3624,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Fisioterapeuta Geral,2828,Nao,40,Amarela,0,5,Nao
Iola Fields,orci.donec@quislectus.com,Brazil,Santa Catarina,(58) 0000-4011,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Cirurgiao,2829,Sim,48,Parda,0,3,Nao
Alana Juarez,porttitor.tellus@massa.edu,Brazil,Paraíba,(28) 0000-1175,Ap #336-4998 Eu Ave,Tecnico Em Radiologia,2830,Nao,42,Parda,1,3,Nao
Patience Fuentes,nulla.at.sem@dui.edu,Brazil,Paraíba,(00) 0000-6258,7469 Penatibus Rd.,Enfermeiro Obstreta,2831,Sim,20,Branca,1,5,Sim
Reese Brock,metus@suspendisseseddolor.ca,Brazil,Rio de Janeiro,(37) 0000-8713,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Nefrologista,2832,Sim,21,Branca,1,2,Sim
Dorothy Patrick,luctus@nuncest.ca,Brazil,Rio Grande do Sul,(95) 0000-8594,652-6475 Tincidunt Avenue,Fisioterapeuta Geral,2833,Nao,26,Parda,1,9,Nao
Cassidy Deleon,ac.orci@metusvivamuseuismod.org,Brazil,Paraíba,(25) 0000-2528,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Enfermeiro Chefe,2834,Nao,28,Amarela,1,9,Sim
Macon Mcclure,donec.est.mauris@ligulaeu.org,Brazil,Bahia,(68) 0000-1775,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Gerente de Enfermagem,2835,Nao,24,Indígena,0,10,Nao
Malcolm Goff,dictum.proin.eget@velarcu.co.uk,Brazil,Paraíba,(54) 0000-2117,Ap #587-7795 Bibendum. Avenue,Enfermeiro Plantonista,2836,Sim,34,Preta,0,10,Nao
Louis Brady,elit@eratnequenon.com,Brazil,Goiás,(28) 0000-2437,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Tecnico Em Radiologia,2837,Sim,45,Parda,1,7,Nao
Nissim Daniels,vitae.dolor@nonluctussit.org,Brazil,Ceará,(76) 0000-9647,Ap #620-6426 Donec Street,Nefrologista,2838,Sim,43,Indígena,1,7,Nao
Kermit Salinas,mollis.lectus@pharetrafelis.com,Brazil,Minas Gerais,(07) 0000-4150,Ap #962-9176 Aliquam Ave,Coordenador de Enfermagem,2839,Nao,43,Branca,0,14,Nao
Nichole Lindsey,massa.mauris@tempusrisus.edu,Brazil,Ceará,(67) 0000-1353,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Cirurgiao,2840,Sim,29,Preta,1,9,Nao
Dolan Whitaker,orci@ligulatortor.com,Brazil,Santa Catarina,(38) 0000-2710,553-2374 Nascetur St.,Enfermeiro Chefe,2841,Nao,19,Parda,0,10,Nao
Asher Sherman,donec@ut.com,Brazil,Ceará,(77) 0000-8976,Karina Nolan,in.mi.pede@gravidamaurisut.ca,Brazil,Santa Catarina,(34) 0000-8701,488-650 Faucibus St.,Fisioterapeuta Geral,2805,Sim,43,Parda,1,Enfermeiro Chefe,2842,Sim,39,Branca,1,5,Sim
September Bernard,dui.cras.pellentesque@egestas.org,Brazil,Goiás,(97) 0000-6728,Ap #529-1914 Aliquet. Rd.,Medico,2843,Sim,39,Indígena,1,8,Nao
Margaret Goodwin,magna.tellus@netuset.com,Brazil,Pará,(70) 0000-5552,Ap #630-7355 Vivamus Street,Gerente de Enfermagem,2844,Nao,33,Preta,0,6,Nao
Ezra Simpson,fusce@nislquisquefringilla.ca,Brazil,Pará,(90) 0000-8558,895-2011 Ornare Av.,Enfermeiro Obstreta,2845,Sim,24,Preta,1,8,Nao
Gavin Yates,aliquam.auctor.velit@semper.edu,Brazil,Paraíba,(64) 0000-1455,9404 Dignissim St.,Tecnico Enfermagem,2846,Sim,36,Indígena,1,10,Sim
Germaine Reynolds,quis.arcu@molestiepharetra.co.uk,Brazil,Goiás,(02) 0000-2756,180-2849 Egestas. Road,Medico,2847,Sim,44,Branca,1,8,Sim
Nigel Singleton,a.mi@auctorullamcorpernisl.net,Brazil,Rio de Janeiro,(21) 0000-2883,311-775 Amet St.,Tecnico Em Radiologia,2848,Nao,25,Amarela,1,3,Nao
Rana Nunez,felis.nulla@mipede.org,Brazil,Maranhão,(22) 0000-2048,Ap #525-4987 Quis Rd.,Enfermeiro Obstreta,2849,Sim,29,Preta,1,7,Sim
Mona Battle,ligula@nunc.com,Brazil,Paraíba,(36) 0000-2914,251-5305 Cursus. Ave,Tecnico Enfermagem,2850,Nao,45,Amarela,0,10,Nao
Melanie Randall,aliquet.sem@cras.org,Brazil,Paraná,(61) 0000-0631,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Enfermeiro UTI,2851,Nao,24,Parda,0,1,Nao
Hashim Cox,eros.nam@etrutrum.edu,Brazil,Maranhão,(54) 0000-4639,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Medico,2852,Nao,35,Amarela,1,3,Sim
Mira Savage,mi.tempor.lorem@integertinciduntaliquam.com,Brazil,São Paulo,(32) 0000-5863,Ap #513-3545 Ut Road,Coordenador de Enfermagem,2853,Nao,38,Preta,0,6,Sim
Brendan Simpson,parturient.montes@ullamcorperviverramaecenas.net,Brazil,São Paulo,(42) 0000-3543,7151 Cum Ave,Enfermeiro Chefe,2854,Nao,21,Branca,1,5,Nao
Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,5,Nao
Irma Morin,magna.et@nonantebibendum.net,Brazil,Rio de Janeiro,(33) 0000-2633,611-7020 Sodales Av.,Tecnico Enfermagem,2856,Nao,23,Branca,1,9,Sim
Elvis Duke,vehicula.risus@eleifendnuncrisus.com,Brazil,Paraíba,(13) 0000-4386,Ap #467-6870 Tincidunt Av.,Fisioterapeuta Geral,2857,Nao,50,Amarela,0,9,Nao
Haley Mcknight,tellus@fuscedolorquam.edu,Brazil,Rio Grande do Sul,(42) 0000-0657,Ap #373-403 Tempus Ave,Fisioterapeuta Geral,2858,Sim,49,Amarela,0,4,Sim
Maris Prince,libero@enimnon.org,Brazil,Santa Catarina,(86) 0000-2157,Willa Mckinney,integer.tincidunt@arcuvelquam.net,Brazil,Paraná,(55) 0000-1546,Ap #983-2249 Metus. Road,Medico,2855,Sim,48,Preta,1,Tecnico Em Radiologia,2859,Nao,40,Amarela,1,6,Sim
Minerva Bradley,fames.ac.turpis@eueros.com,Brazil,Rio Grande do Sul,(11) 0000-6366,4628 Sociis Av.,Gerente de Enfermagem,2860,Nao,45,Indígena,1,5,Sim
Jayme Chapman,dui.cum@lobortistellus.com,Brazil,Ceará,(55) 0000-2326,Ap #953-5282 Fames Rd.,Nefrologista,2861,Nao,47,Amarela,1,8,Sim
Tyrone Mcfadden,sed.id@etarcuimperdiet.ca,Brazil,Santa Catarina,(51) 0000-2445,737-2335 Convallis Rd.,Nefrologista,2862,Sim,31,Preta,0,7,Sim
